108,5123,222.889,1102.46,10,10
109,5123,224.562,1100.16,10,10
110,5123,227.892,1098.22,10,10
132,5123,269.147,1062.99,10,10
133,5123,268.177,1066.29,10,10
108,5123,222.889,1102.46,10,10
109,5123,224.562,1100.16,10,10
110,5123,227.892,1098.22,10,10
132,5123,269.147,1062.99,10,10
133,5123,268.177,1066.29,10,10
1,5121,903.794,1242.9,10,10
2,5121,906.938,1243.96,10,10
3,5121,906.903,1249.37,10,10
4,5121,904.877,1255.37,10,10
8,5121,916.76,1299.95,10,10
9,5121,916.954,1307.82,10,10
14,5121,936.783,1382.68,10,10
15,5121,941.146,1399.4,10,10
18,5121,951.343,1454.13,10,10
20,5121,961.846,1494.68,10,10
47,5152,510.25,1278.88,10,10
48,5152,509.12,1276.49,10,10
49,5152,510.516,1273.29,10,10
50,5152,513.245,1270.1,10,10
51,5152,516.178,1266.81,10,10
66,5152,546.779,1231.17,10,10
67,5152,552.734,1230.15,10,10
68,5152,550.714,1231.58,10,10
69,5152,547.125,1232.15,10,10
35,5112,1473.5,1002.47,10,10
36,5112,1466.98,1008.98,10,10
62,5112,1376.43,1138.98,10,10
64,5112,1368.39,1148.06,10,10
66,5112,1359.95,1157.12,10,10
68,5112,1351.4,1166.11,10,10
70,5112,1342.68,1174.82,10,10
71,5112,1338.29,1179.26,10,10
73,5112,1329.0,1187.83,10,10
74,5112,1323.96,1192.24,10,10
75,5112,1318.81,1196.52,10,10
77,5112,1308.81,1204.58,10,10
80,5112,1294.89,1216.57,10,10
81,5112,1289.85,1220.74,10,10
82,5112,1285.06,1224.67,10,10
83,5112,1279.62,1228.65,10,10
84,5112,1274.44,1232.57,10,10
122,5112,1045.43,1347.23,10,10
126,5112,993.922,1345.84,10,10
127,5112,978.552,1344.22,10,10
128,5112,962.559,1342.12,10,10
129,5112,950.585,1341.46,10,10
130,5112,941.449,1341.99,10,10
131,5112,934.838,1343.27,10,10
132,5112,928.279,1344.65,10,10
133,5112,921.71,1345.65,10,10
134,5112,914.738,1346.75,10,10
135,5112,906.818,1347.55,10,10
136,5112,899.924,1348.64,10,10
137,5112,893.271,1349.5,10,10
